Content,Label
"""Chị chủ shop cực kì nhiệt tình nên phải ủng hộ liên tục luônnnn""",0
"""Em mới nhận hàng và sử dụng cách đây 30 phút và k thấy đèn led trên phím xuất hiện""",1
""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. Shop rất có tâm và nhiệt tình. Sẽ ủng hộ dàu dài 💓💓💓💓💓💓""",0
"""shop yêu của em..... cảm ơn shop nhiều lắm vì sp rẻ mà chất""",0
"""Sai sản phẩm. Yêu cầu đổi trả trong khi chăm con không có thời gian đi ra bưu điện gởi lại hàng. Coi như mất tiền""",1
"""Nội dung sách thì xin không bình luận. Mình không thích dịch vụ của Tiki do bao kiếng thì dính keo gáy trang sách bị quăng góc. Đây là lần thứ 2 bị điều này. Xin lỗi chắc không ủng hộ ở Tiki nữa.""",1
""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiềnchủ shop hơi ít nói☺️☺️""",0
"""Mình định mua Hạt điều rang muối về ăn hàng ngày để tốt cho sức khỏe nhưng khi nhận hàng thì hỡi ôi hạt điều quá mặn ăn hàng ngày thì bị thận nặng và huyết áp cao là chắc luôn hic hic :((""",0
"""Sp rất tốt. Shop phục vụ nhiệt tình. Mỗi cái là giao hàng chậm thôi ạ""",0
"""Giao thieu 1cai mu""",1
"""Shop giao may hong.ko dung dc.phai mang di sua.ko biet sua dc ko""",1
"""Sách hay kiểu nhẹ nhàng""",0
"""MUa 103 giao 102 Nhưng ks chất lượng tốt""",0
"""""Đang xài redmi3 nè , nhôm nguyên khối chỉ kém là phần 3D hơi thấp""""",1
""" Chất lượng sản phẩm tuyệt vời! Chất liệu và đường may rất ổn so với giá tiền!""",0
"""SẢN PHẨM BỊ LIỆT NÚT SỐ 1 HƠI THẤT VỌNG""",1
"""OK Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh""",0
""" Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Nhưng da k giống da bò thật cho lắm Giày nhẹ quá,chất lượng dùng thử mới biết dk Nói chung hài lòng sản phẩm """,0
"""bột thơm bé ăn nhiều""",0
"""Đầy chai""",0
"""sản phẩm tốt tiếc là chuối có cái bị ỉu xíu Rất đáng tiền""",0
"""Hộp cơm màu ko giống hình. Và cũ. Như hàng đã sử dụng """,1
"""Giao hàng nhanh đóng gói cẩn thận và son max đẹp ❤️""",0
""" Chất lượng sản phẩm rất kém Mới mua về thì thấy đẹp. Mà mang mới 4 bữa thì đế sau bị bung ra như vậy!!!""",1
"""Y nhu keo 502.keo 39k ma phi giao hang 30k. Dan giay k an .tuc muon dien thiet chu""",1
"""Màu quá ghê huhu """,1
"""đóng gói cẩn thận đủ số mask còn được tặng móc khóa xinh xinh nữa 😍😍""",0
""" Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Cảm ơn shop nhiều nhé """,0
"""tôu chưa ăn bao giờ nghe mọi người nhân xét nhon cũng tò mò mua thử sao nó hôi quá ko thể nào aen được""",1
"""dùng được mấy ngày thì cháy""",1
"""Đặt 7 giao 6 thất vọng""",1
"""kg co biến trở cũng kg co huong dan sử dung.that vong.""",1
"""Giao hang nham cho minh roi mình chọn b04 và b11 là màu  sao shop gui cho mình  B03b08 màu xanh và màu tím""",0
""" Chất lượng sản phẩm tuyệt vời. Đồ rất đẹp. Vải dày min.  Rất đáng tiền""",0
"""Chưa sử dụng chưa biết như thế nào """,0
"""Hài long ve sp""",0
"""Khô gà giòn quá shop ơi. Ăn có cảm giác như ăn snack vậy đó không cảm nhận được vị gà.  Vị thì nhạt quá. Nhưng sản phẩm tặng kèm là đậu phộng thì rất ngon ạ.""",1
"""Cây chì cầm lên là biết fake r khác hoàn toàn với những cây cũ của mình còn cushion thì ko thấy mùi thơm như hộpc cũ của mình thất vọng!!!""",1
"""Mình đọc qua vài quyển sách của Thạch cảm thấy có lẽ do mình không hợp với văn phong của Thạch hay nói đúng hơn là mình không thấm được cái """"sâu sắc"""" trong văn Thạch. Đọc quyển sách này xong mình chỉ thấy câu chuyện về người đàn bà của Thạch rất sáo rỗng 1 type nhân vật bị gán cho đủ mọi đau khổ khác nhau à không phải gọi là chuyện về những con đ* và tình yêu không bao giờ thành của họ. Hết. Cả chuyện không có tình huống đặc sắc viết văn không rõ văn kể hay tản văn chắc do mình quen đọc truyện dài. Cảm thấy hơi hụt hẫng.""",1
"""Lần đầu tiên mua hàng trên shopee và thấy rất hài lòng về sản phẩm nhận được luôn ạ 👍 """,0
"""Sản phẩm dùng bị kích ứng da. Sẽ không sử dụng lại sản phẩm.""",1
"""""Alienware là trùm hỏng vặt, được cái mã, giá thì bình thường thậm chí còn rẻ hơn so với Asus và Msi . Với lại có điên mới mua con alien 18 này, con này đã hết sản xuất từ 2 năm trước và đang clear hàng , dùng cpu Haswell ko phải skylake như các đời còn lại.""""",1
"""ok. nhanh đẹp""",0
"""Ring giá rẻ cầm chắc tay. """,0
""" Đóng gói sản phẩm kém Đóng gói sản phẩm kém vỡ cả tay cầm xin vái k có lần t2 mua nhé""",1
"""Hàng so vs giá nhu vay la reallygood""",0
"""Gói hành quá ẩu. Bị dập nước tẩy trag """,1
""" Chất lượng sản phẩm tuyệt vời. tất cả các sp m mua đều ok. hài lòng shop ạ""",0
""" Chất lượng sản phẩm tuyệt vời Sẽ ủng hộ shop dài dài.. nhưng thời gian giao hàng hơi lâu 😿""",0
"""Chất lượng hợp với giá tiền  có điều lúc hỏi mua hàng check tn rất nhanh đến khi nhận hàng ko vừa nt báo đổi đang trực tuyến shoppe vẫn ko check tn dù đã alo báo rồi vẫn ko tl """,1
"""Không biết có phải nghệ 100% ko.nhung sau vài ngày sử  dụng thì chứng viem loét dạ dày tôi đã bớt. Ok""",0
"""mua 2 cục lap vao ko có tính hiêu . đều ko dùng được""",1
"""Đặt combo mà shop chỉ giao bánh gạo và sốt k thấy phô mai và chả cá đâucó trả lại tiền nhưng mua combo để có đầy đủ vâyh mà thiếu chả báo gì ib thì chưa thấy trả lời. Shop phục vụ rất kém""",1
"""Hàng rất kém chất lượng.""",1
"""Giày shop bán rất đẹp😍 vừa ý rất đáng tiền anh chị shiper rất lịch sự mà hộp đựng giày chắc do vận chuyển nên bị móp 😢 ... Sẽ tiếp tục ủng hộ shop nữa ạ 😘""",0
""" Chất lượng sản phẩm rất kém. Mới rửa tay đụng nước nhẹ chưa được 10 giây là vô nước.""",1
"""1.Nhận diện bằng mắt thường. hộp ọp ẹp không có tem hãng không có giấy hướng dẫn sử dụng. ghi gờ hàng giả KÉM chất lượng. đề nghị kiểm tra chất lượng sản phẩm""",1
"""Trong các dòng máy Nhật Bản thì Panasonic có loa ngoài lớn nhất chứ ko phải nhờ up lên 4.0. Mình đã từng dùng rất nhiều loại máy của Nhật nhưng ko có ấn tượng tốt với em này do nó wá kén phần mềm (mới test thử Angry Birds (bản gốc) và Keyboards Pro) và hay báo lỗi ""calendar can not start"", cứ tưởng chỉ có 102p bị ai dè p04d cũng bị luôn, thấy rủi ro quá nên thôi, mình vừa xài vừa bán điện thoại Nhật mà , lời chẳng bao nhiêu, kiếm người chơi chung cho vui vậy mà.""",1
"""Gủi sai mẫu""",1
"""Bắt sóng mạnh""",0
"""Không giống như trong hình.vật liệu rất kém""",1
"""Mới nhận đc hàng chưa sử dụng nên chưa biết """,0
"""hàng tệ. loa kém chất lượng""",1
"""Nhanh quá ad ạk. Icheck ra Hàng chuẩn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn""",0
"""Chất lượng ổn. Giá hợp lý""",0
"""Phiên bản mình nhận được là version 4  giao hàng nhanh nhưng hộp máy không có seal của Tiki nắp lưng thì trong trạng thái tháo nửa vời  mong có lời giải thích từ Tiki.""",1
""" Chất lượng sản phẩm rất kém Rất không đáng tiền Đóng gói sản phẩm rất kém. Viết hết mực """,1
"""Giao hàng nhanh. Bỉm thấm hút kém miếng dán dở.""",0
"""Cho 2 sao thôi vì shop ko nói rõ là hàng đã qua sử dụng rồi.""",1
"""đọc giống như lặp đi lặp lại điều mà mình biết . Cố lắm mới đọc xong  @@""",1
"""Ưng lắm nha😍😍😍""",0
""" Đóng gói sản phẩm cũng được""",0
"""Giao hàng 2 lần mới nhận được đầy đủ mà khi mở hàng ra xem thì 1 cái mới và 1 cái đã bị thay nhọn và xước rất nhiều..mình ko muốn bêu xấu shop nhưng đề nghị shop đã làm ăn phải đoàng hoàng..cảm ơn""",1
"""Mua hàng rất yên tâm kem bôi hăm mà có cả 2 tem luôn. Tự dưng cảm giác mấy lần mua ở hiệu thuốc toàn mua phải đồ dỏm :))))))""",0
"""Giao hàng nhanh đến nỗi ko chuẩn bị kịp chiền nv gọi.shop này số 1 chất lượng ok""",0
"""Giao hàng nhanh hại sử dụng xa.Cảm ơn shop nhiều""",0
"""quần size 34 mà ống chật hơn quần mua ở chợtúi cũng ngắn nữanhét điện thoại mà lòi ra ngoài.""",1
""" Chất lượng sản phẩm ổn.""",0
"""Quá tệ.ko co hộp.boc hàng quá sơ sài""",1
"""Kệ k đánh số không biết ghép """,0
""" Thời gian giao hàng rất nhanh rất đáng tiền Sp đúng mô tả. Tiếc là shop ở xa ko thì có thể quay lại mua hàng nhiều.""",0
""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. Quạt mát. Mua hơn 30c nhưng có 1c bị trục trặc. Hàng rẻ nên k đòi hỏi nhiều đc""",0
"""Đặt ốp màu vàng giao hàng màu xanh""",1
"""Vải dỏm Không đáng tiền""",1
"""Mat sau op bi tray xuoc nhiu""",0
"""Sp của shop rất đẹp mà chất lượng tốt tôi rất vui vì được mua hàng của shop """,0
""" Chất lượng sản phẩm rất kém Không sạc được luôn""",1
""" Rất đáng tiền ,Thời gian giao hàng rất nhanh ,Shop phục vụ rất tốt. """,0
"""chat lieu day min nhung gui lon mau cho minh""",1
""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh. Ủng hộ shop nhiều """,0
"""chán lỏng lẻo đi r có đổi đc k Không đáng tiền""",1
"""Giày chất lượng ổn nhưng shop lập combo cho mình mà không nhét trả lại tiền thừa khi trước đấy mình đã bảo nhét khi lập combo nhắn tin hỏi shop còn không rep. Vì vậy mình cho shop 2*""",1
""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Sẽ ủng hộ shop tiếp à""",0
"""Thiếu em sản phẩm này nhé  giao hàng rất chậm  shop cũng chẳng rep tin nhắn :)""",1
"""Hàng đẹp nhưng bộ bé trai cho mình màu sặc sỡ quá!!!hiii Chất lượng sản phẩm tuyệt vời""",0
"""Chưa sử dụng nhưng đánh 5⭐️🌟⭐️⭐️⭐️ Vì giá tốt!!!  Đóng gói sản phẩm rất đẹp và chắc chắn""",0
""" Shop phục vụ rất tốt Thời gian giao hàng rất nhanh  Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn""",0
"""Moi dung thay on""",0
"""Rất thất vọng với sản phẩm này độ bền kém. Kết cấu cũng ko tốt bị lỏng ở đầu kết nối. Có thể đây là nguyên nhân gây hỏng thiết bị của mình""",1
"""dã dược doi sản phẩm khác dùng OK.. nhân viên bán hàng nhiệt tình""",1
"""Shop đáng yêu. Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn""",0
"""Mình yêu thích Marc Levy qua những tác phẩm trước đây như """"Nếu em không phải một giấc mơ"""" hay """"Kiếp sau"""". Những câu chuyện tình lãng mạn qua lời kể của Marc mang một vẻ đẹp thực sự kỳ diệu và lôi cuốn. Nhưng """"Bảy ngày cho mãi mãi"""" lại đem đến cho mình những cảm xúc trái ngược hoàn toàn. Ý tưởng truyện của ông vẫn rất sáng tạo nhưng cách thể hiện thì theo mình không được tốt lắm. Lối kể của ông lần này có phần hơi rườm rà nhiều đoạn quá dài dòng. Đôi khi mình cảm thấy câu chuyện trở nên rối rắm không hiểu tác giả muốn truyền đạt điều gì muốn tập trung nói vào cái gì. Tình yêu của Lucas và Zofia không để lại ấn tượng cho mình vì tác giả chẳng khai thác được gì nhiều về khía cạnh tình cảm mà cứ nói miên man về những vấn đề khó hiểu.Điều mình thích ở tác phẩm này là phần kết đem lại nhiều xúc động cho người đọc. Đặc biệt mình cũng rất ấn tượng với câu  """"Trời đã tối...và thêm rất nhiều ngày trời sáng"""", nó đem đến sự lạc quan và tin yêu cho mọi người. """,1
"""Đặt 3 cái giao được 1 cái không chịu giao bù.""",1
"""Chất lượng âm thanh kém. Hỏng sau 3 ngày sử dụng. Nếu k đổi hoặc hoàn trả thì tôi mong mọi người k nên chọn sp này""",1
"""Giá rẻ mà hàng chất lượng lắm""",0
"""Tôi tin chắc rằng bạn là một người trẻ , giỏi , được đào tạo bài bản , chuyên nghiệp , một ngày nào đó bạn sẽ kiếm được nhiều tiền .""",1
"""Chủ shop nhẹ nhàng hàng rất đẹp thời gian giao hàng rất nhanh""",0
""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Gói cái vỏ Ko bóp đc là buồn r""",0
"""Sản phẩm không giống hình ảnh đăng. Sử dụng để xay thịt không được. Yêu cầu trả hàng lại.""",1
""". Túi xinh . Thẳng cực kì  không nhăn nheo  bụi bậm gì cả . Triệu like . ><""",0
"""Ốp k giống hình ảnh được đăng. """,1
"""Đỏ giao nhầm sz 13 shop để ý""",1
"""mình vẫn đang chờ tiki tới đổi trả hàng để được nhận quà tặng kèm nên chưa muốn đọc chứ bình thường và chỉ đặc biệt với bộ này là ngay khi nhận hàng xong đã muốn đọc ngay vì độ hấp dẫn của nó nhưng vì lần này cần đổi trả hàng nên mình chưa đụng tới cuốn đang chờ được đổi. Chờ cả tuần rồi chưa thấy gì""",1
""" túi rất nhưng phải chi nó to hơn xíu thì tuyệt. hơi nhỏ. Đóng gói sản phẩm rất đẹp và chắc chắn""",0
"""..vấn đề mms trên i607 đến nay vẫn chưa giải quyết dc ,mọi cấu hình cài vào đều thất bại..có lẽ bạn dùng mail trên pc hoặc gửi qua phần mềm chát parlingo thôi..""",1
"""Thời gian giao hàng nhanh. Đóng gói bình thường. Sản phẩm xài ok chắc chắn.""",0
"""Mình rất hài lòng với thời gian giao hàng rất nhanh chuột cầm rất đã tay đầm và chắc tay nhưng đồng thời vì chuột đầm nên hơi nặng. Do chuột còn mới nên cái nút ở chỗ ngón tay cái và nút giữa chuột khá cứng hơi khó nhấn. Kết nối với thiết bị tuyệt vời với 3 thiết bị cùng lúc. Rất đáng tiền mua""",0
"""mua hàng 1 loại giao hàng  loai khác làm ăn k có uy tín""",1
""" Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Shop phục vụ rất tốt Shop phục vụ rất tốt  """,0
""" Thời gian giao hàng rất chậm Đóng gói sản phẩm tạm được Thời gian giao hàng chậm""",1
"""Vẫn là ok.  """,0
"""Nhìn cũng được""",0
"""Shop ơi chán quá hôm nay hí hửng rất thích đồng hồ này nhưng e chưa dùng hết cả ngày Chỉ rửa tay vói tắm thôi  Đồng hồ đã hấp hơi hết ở trong rồi 😭😭""",1
"""Miếng dan quá dày. K ăn vào 2 cạnh máy """,1
""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Sản phẩm e chụp qua thui nkg thật ra rất là đẹp""",0
"""Mọi người nên ủng hộ shop nhiều nha, vì thực sự thì shop rất uy tính và chất lượng ạ! Luôn ủng hộ shop hihi  Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh""",0
"""Bạn trai khen mình gì mà khéo chọn nhờ có shop tư vấn nên chọn được mẫu ưng ý luôn. chúc shop làm ăn phát đạt :))) Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn""",0
"""Loa nge to rè lắm ad""",1
"""BA LO BI RACH CHO TAI CON BO TI XIU. NHUG THOI CUG OK """,0
"""Chất lượng sp kém. Ko biết shop sd nguyên liệu gì để làm phần kem e bé nhà mình nó bóc kem ăn thì kem xanh dính trên tay dùng khăn giấy ướt thậm chí rửa xà bông cũg ko ra sạch tay cứ màu xanh xanh nhìn rất dơ. Còn kêu đổi nhân bắp thì cái nhân có cũng như ko. Hình thì cũng ko f ăn đc như ghi chú nói""",1
"""Nhận được hàng quá là hài lòng về chất lượng. Chủ shop chọn cho mình mấy hoạ tiết rất dễ thương. Chất mềm mịn dày dặn nữa chứ. Thích quá lại ủng hộ tiếp. Cảm ơn chủ shop đã tư vấn nhiệt tình nha! 😘😘😘😘  Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt""",0
"""Không hài lòng lắm.""",0
"""Sản phẩm ko được như giới thiệu. Màu ko đúng đường may và đường keo dán giày lem nhem lung tung. Chắc ko có lần sau!""",1
""" Đóng gói sản phẩm rất đẹp và chắc chắn. Tuy nhiên Chưa mặc nên chưa biết chất thế nào""",0
"""Đã nhận đc hàng rất nhanh mới đặt buổi tối mà trưa mai là có rồi =}} Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt""",0
"""Moi ghep qua ngan""",1
"""""G4 mình cũng mua zenfone 2 ma thường bị đứnghoài ghét , hối hận""""",1
"""Lá bài mỏng ko biết là dày hơn như thế nào so với loại thường nhưng theo tôi là mỏng màu in ko sắc nét vài lá có màu ko đồng nhất (chỗ nhạt chỗ đậm)""",1
"""Sp dễ bị lỗi phần kéo ra kéo vô. Đã trả lại sp..(xử lý đổi trả quá tệ)""",1
"""Công nhận đắp thấy thích còn hiệu quả phải chờ thời gian xem sao""",0
""" Thời gian giao hàng rất nhanh   Sổ đẹp """,0
"""Sp tốt đóng gói kỹ càng""",0
"""Thật sự rất thất vọng về 2 cái bàn ủi này. Vừa mới mua về dùng đã bị chảy nước từ bình chứa rồi. Không cách nào khắc phục được. Vừa đổ đầy bình nước mới vào dùng là cứ thế nước lại chảy ngược ra luôn. Tiki còn đưa mỗi cái giấy bán hàng của bên họ không có giấy bảo hành của Lock&lock nên mình mang đến cửa hàng Lock&lock còn bị từ chối bảo hành luôn cơ. Bực hết cả mình.""",1
"""Đóng gói tạm được. Mùi thì mình thấy rất là không vui khi dùng sp  mình thấy choáng vì mùi của nó thật sự hơi nhức đầu 😞""",1
"""Hang rat dep.""",0
""" Chất lượng sản phẩm tuyệt vời hơi khó  lái""",0
"""Thìa mềm đẹp.  Giống thìa chỗ mk bán nhưng shop  bán rẻ hơn""",0
"""Đã kích hoạt 14 ngày 5gb/1 tháng chứ không phải 55gb. Không đúng như quảng cáo.""",1
"""kích thước bi quá nhỏ nhỏ hơn trong hình nhiều nhưng 3mm chắc đúng tại mình ko đọc kĩ""",1
"""Uầy  Ngon hết sẩy ❤️❤️❤️ Hết chuyến này sẽ đặt tiếp ủng hộ shop dài dài 😘😘😘  Đóng gói sản phẩm rất đẹp và chắc chắn """,0
"""""sony xperia z1 bạn nhé, cấu hình mạnh cam đẹp tuyệt với luôn""""",0
"""Nhận hàng shop rồi ưng lắm đây là lần mua thứ2 đều hài lòng về chất vải giá rẻ so với chất lượng.""",0
"""Giao hàng thật sự rất nhanh và bao bọc kỹ. Màu son đẹp tất cả hàng đèo chính hãng. Cảm ơn shop rất nhiều nhé😍😍😍😍""",0
"""Đặt 4 màu giao sai 2 màu. Hết hàng thì shop cũng nên báo khách 1 câu""",1
"""Ăn thấy cũng hơi ngon hehe""",0
"""Giao Thiếu hàng""",1
"""Mặt nạ ngủ cấp nước khá tốt da k bị đổ dầu bóng loáng khi sớm mai thức dậy :))""",0
"""Sản phẩm tuyệt vời giao hàng nhanh!""",0
"""""màu vẫn hơi kém sắc nhỉ""""",1
""" Chất lượng sản phẩm tuyệt vời. Quá đẹp ạ !""",0
"""Sp ok lam  minh da ung ho 2 lan rui""",0
""" Hàng rất tốt và đẹp  Rất đáng tiền Shop phục vụ rất tốt""",0
"""""Vâng mỗi người 1 mụch đích khác nhau và mình thấy đánh giá như thế không hợp với mụch đích của mình => nó tệ với mình. OK""""",1
"""Giày đẹp qá shop ơi😆....ưng lắm😳....êm nữa.....cũg đàh thoi....5 sao nha 😍""",0
"""hàng kém chất lượngdây kéo dễ bị gãy.khoobg hài lòng.""",1
"""""Bạn mua mobistar là phải vì bạn đâu có hiểu gì về chụp anh đâu mua con nào cũng vậy. Bạn không thấy mod đang dìm con S7 sao? ngay cả mod còn không đưa ra nhan định cá nhân gì. Nếu so công bằng à chụp con mobistar thua xa con s7e nhe bạn. cùng một thời gian phơi sáng S7e lấy ánh sáng nhiều hơn mobi rất nhiều nên nó cháy sáng thôi. Nếu giảm thời gian phoi sáng xuống thì mobi lấy cửa gì mà so. Không phải đơn giản thế giới người ta đánh giá cam S7e là số 1 đâu.""""",1
"""Giày mặc ôm chân chân, gót đi vững, đẹp. Lót mút bên trong bằng vải thoáng khí êm nhưng mặc cảm  thấy nóng chân mình nghĩ chất vải shop chọn lót bên trong giày sợi vải nên mịn và mềm hơn nữa thì chất lượng giày sẽ tuyệt vời hơn. 😊""",0
"""mình đặt hàng mã hr 2056 có hai cối xay giao thành hr 2051 có 1 cối xay""",1
"""Đế giày ko tốt. Ko phải đế liền.""",1
"""Sp chưa được tốt""",1
""" Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh Nhận xong cho gái iu nhìn chim ưng dễ sợ 😍 đặt thêm đôi nữa cho cháu gái tiếp 😂😂. """,0
"""""đang phân vân giữa v10 và SS a9 pro. Nge các bác nói tớ qđ lun Tớ xài G3 2 năm rồi. Không hài lòng ở 2 chỗ: 1. Nứt khe cắm sạc => may còn bh xách đi dc thay vỏ mới. 2. Pin cực kì hao, chắc do gánh màn 2K. Pin chính hãng đã ra đi... giờ đang xài pin TQ 250k cục.... wifi đọc báo chat chit tầm 4 tiếng là hết zzz.""""",1
""" Chất lượng sản phẩm tuyệt vời. hàng chắc chắn đó shop""",0
""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn . Bên giao hàng không đúng hẹn """,0
"""Không có được tặng kìm như quảng cáo nói""",1
"""rẻ hơn khi mua sieu thị nè  Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh""",0
"""Túi khá đẹp. Màu nhìn thích mắt. Trên túi còn vài chỗ hơi bẩn và bị lem màu. """,0
"""Đợt này bị hụt cân điện tử cầm tay nhưng vẫn rất hài lòng với các sản phẩm và cách phục vụ của shop. Cho shop 5 sao """,0
"""Bên HP Vietnam hỗ trợ không như mong đợi. Không thể thiết lập in thông qua wifi được.Nhân viên HP yêu cầu lại máy bằng WIN10. Máy tính tôi xài Win 7 pro bản quyền theo máy. THUA.""",1
"""Hàng như hình đi êm. Giao hàng nhanh.""",0
""" Đóng gói sản phẩm chắc chắn. Son đều lên màu đẹp nhưng khô nhanh quá nên mình hơi khó xài vì môi mình rất đễ bị khô. Xài dưỡng trước thì giảm độ bám của son. Nhưng nói chung rất ok ^^""",0
"""Chất lượng sau khi dùng thử rất kém""",1
""" Đóng gói sản phẩm chắc chắn  Thời gian giao hàng nhanh tiền nào của đó Thời gian giao hàng nhanh cân nhiều lần ko có lệch""",0
"""Sản phẩm có một lỗ thủng """,1
"""Vỏ hơi dầy k bóc khó. Chất lương ok""",0
"""Shop phục vụ nhiệt tình uy tín. Cảm ơn.""",0
""" Shop phục vụ rất tốt tư vấn nhiệt tình. Chất lg sản phẩm đợi uống và kiểm nghiệm sẽ đánh giá vào lần mua sau. Thanks shop""",0
"""Sản phẩm rất okđóng gói rất kĩ""",0
"""Đề miễn phí vận chuyển nhưng vẫn mất phí. Cần lời giải thích rõ""",1
""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh. Đi rất êm thoải mái. Ủng hộ shop""",0
"""mùi ko thơm hơi chua chua. ko hài lòng lắm. haizzz""",1
"""Đóng gói đẹp chắc chắn giao hàng nhanh. Sản phẩm chưa dùng nên chưa đánh giá được. Khi dùng có hiệu quả sẽ cho Shop riview tốt sau""",0
"""Ăn kg được thơm ngon như mấy shop khác  kiểu như chín chưa tới ấy nên ăn kg thơm  béo mấy""",0
"""Cáp hoặt động tốt. Chất liệu thân dây uốn cong được mà giữ hình dạng hơi lạ. Cắm vô không được sâu cho lắm.""",0
"""siêu dở đồng ý kiến với 1 bạn khác ko ăn được làm mình mua 1 lúc 2 hộp lúc sale cuối cùng ko ăn được rất mềm ko giòn dai mùi vị thì không phải mùi đào mà khó chịu Lắm cân nhắc khi mua.""",1
"""K có giấy hướng dẫn sử  dụng chưa dùng""",1
""" Rất đáng tiền..thời gian giao hàng hơi lâu.""",0
"""Ăn cảm giác như mực để lâukhô cứng và dai""",1
"""sữa tắm hắc vỏ nắp hàng mã quá. bóc ra rồi cho nên phí tiền quá. để rửa tay vậy""",1
"""Bỉm không giống bỉm mình đã từng dùng.""",1
"""Ốp đẹp giá rẻ""",0
"""mình nhập Đúng tên và mật khẩu nhưng không vào được""",1
"""Sim chất lượng như quảng cáo. Tốc độ 4g siêu nhanh""",0
""" Chất lượng sản phẩm tuyệt vời  hợp với giá tiền""",0
""" Chất lượng sản phẩm rất kémMặc rất là hầm. Con minh mặc 1 đêm thôi mà bị hăm đỏ 2 bên bẹn. Hàng này của trung quốc Rất thất vọng. Giá cao mà sản phẩm quá tệ""",1
""" Shop phục vụ rất kém. Đã phải nhắn tin hỏi cẩn thận là còn k. Shop nói còn mà gửi màu sai. """,1
""" Chất lượng sản phẩm tuyệt vời nhưng nhỏ wa ko mặc được đổi cho.mình nhé mình lất size xl""",0
"""Shop đóng gói sản phẩm rất chắc chắn. Đồng hồ rất đẹp y như hình. Còn được tặng thêm pin. Thời gian giao hàng cũng rất nhanh. Giá cả vừa túi tiền. Sẽ ủng hộ shop dài lâu😘""",0
"""quá nặng điện""",1
"""Hộp đựng bị móp méo thun rơi ra ngoài khi mở hàng. """,1
""" Shop phục vụ kémShop giao sai mã hàng""",1
"""Chuột không xài đc""",1
""" Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm hơi đơn giản""",0
"""Shop làm ăn không uy tín.Bán giá cao hơn cả giá bìa Bìa thì rách. Sách thì cũ không màng bọc. Nói chung là không hài lòng.""",1
"""Màu hơi xỉn """,0
"""đóng gói chưa chắc chắn """,0
"""Cuối cùng thì cũng tìm được 1 chiếc đồng hồ có màu tím mà lại đẹp như này :) vừa nổi vừa đặc biệt lại còn đúng màu mình thích nữa""",0
"""Giao hàng không đúng với mô tat hàng gace không có hồng ngoại""",1
"""Không đẹp như hình nhưng giá rẻ thì chấp nhận !""",0
"""Đặt 2 hộp tẩy trang màu hồng loại 1000 tờ nhận hàng thành 2 hộp màu xanh 800 tờ. Là 1 shop lớn được yêu thích mà giao hàng nhầm rồi khach ib hỏi cũng k thấy rep. Cảm thấy hơi bị bực với shop""",1
"""Đế cứng vải giày thô còn nhìn rõ vết keo dính""",1
"""Đóng gói sản phẩm tốt sản phẩm đáng tiền""",0
